주차장명,위도,경도
불현지구 임시주차장,37.89558764,127.0574123
탑동1주차장,37.8919478,127.1093915
탑동2주차장,37.89632453,127.1140763
탑동4주차장,37.89681992,127.1127041
탑동5주차장,37.89154902,127.1218631
탑동6주차장,37.8913345,127.1262176
광암교주차장,37.8946556,127.0872411
송내3주차장,37.88265311,127.0535026
동두천중앙역세권,37.90294257,127.0550444
상패동 8통,37.9023256,127.0255699
큰시장 공영주차장,,
제일감리교회 앞,37.9076545,127.0561814
염산부인과 앞,37.9103121,127.0600577
동광극장 앞,37.90883743,127.0520108
동두천벽지·장판 매장 앞,37.90592238,127.0557481
로하스요양병원 옆 도로,37.90623937,127.0514009
경환공업사 앞,37.91544011,127.0605602
"동두천쇼핑, 초원식당",37.91479857,127.0577198
동양가구 앞,37.91348627,127.0581156
보산손세차장 앞,37.91299055,127.0586749
동두천중앙고 후문 앞,37.8916637,127.0581085
재광타운 앞,37.90212959,127.0658603
(구)전자랜드 앞,37.8823037,127.054191
동두천역 철길(담장) 옆,37.92865376,127.0535518
동두천일반산업단지 내,37.92865477,127.0514468
중앙근린공원 공영주차장,37.90837961,127.0645222
동두천초교 정문 앞,37.90812354,127.0585984
우성아파트·동원아파트 앞,37.90902705,127.061679
소방서옆,37.49475755,126.7772482
소사근린공원,37.46825639,126.7964225
소새울공원,37.47662545,126.7986964
소원지하,37.48491642,126.7969336
상동시장,37.49055171,126.7632168
송내IC,37.50120749,126.7474144
송내IC 화물,37.50120749,126.7474144
송내남부,37.48572903,126.7532149
송내북부,37.48876953,126.7562674
송내파인,37.48496233,126.7553514
수주(운산),37.53168119,126.822085
시의회옆,37.50276102,126.764323
심곡본동철골,37.48088265,126.7796892
심곡시민의강1,37.49038125,126.7853557
심곡시민의강2,37.48750978,126.78898
다산(중동역),37.48580808,126.7657066
대성병원옆,37.49273587,126.7842133
도당교1호,37.52279678,126.7934266
도당동제1호,,
로데오,37.49084351,126.7517249
먹적골(상공회의소앞),37.49033614,126.7749945
멀뫼노외,37.49289675,126.7946467
무지개고가,37.50431717,126.7620746
반달,37.48902511,126.7516851
법원앞,37.49037506,126.7566011
복사초앞,37.46705636,126.7984322
부천역 남부,,
부천역 남부 제2호,37.48338158,126.7856662
비둘기공원,37.48826323,126.7750258
삼정1호,37.5218426,126.7704145
삼정2호,37.5260309,126.7708353
까치로,37.50861152,126.8082257
오정물류센터,37.52847857,126.7763142
원종철골,37.52507536,126.8052031
중동사랑시장,37.49435806,126.7650912
한신철골,37.47309712,126.7980169
미관광장,37.50199959,126.7749948
부흥,37.49392874,126.7792825
삼정3호,37.52638874,126.7660695
꿈빛도서관 옆,37.50810279,126.7737025
구터미널,37.50209301,126.7693201
로데오거리,37.49084351,126.7517249
투나백화점일원,37.48919277,126.756022
고강제일시장,37.52719458,126.8208807
서촌공원,37.48828676,126.751772
소사종합시장,37.47924509,126.793605
야인시대,37.50867185,126.7437361
원미공원2,37.4979895,126.7990397
소사어울마당,37.48004896,126.7999425
시민회관,37.48863293,126.770656
호수공원2,37.50612367,126.7441465
시청부설,37.50358046,126.7653515
아인스월드,37.51315207,126.7452298
오정레포츠센터,37.52904348,126.7964404
오정어울마당,37.52834699,126.7960282
원미공원1,37.49858685,126.7964208
원미어울마당,37.49673076,126.7875125
자연생태공원,37.50525694,126.8163954
호수공원1,37.50612367,126.7441465
난장,37.51315207,126.7452298
도당공원1,37.51612579,126.7901796
도당공원2,37.51612579,126.7901796
버들공원,37.46106216,126.8255499
별빛마루도서관,37.46671548,126.8211454
복사골문화센터,37.49466039,126.754364
부천아트센터,37.50358046,126.7653515
송내어울마당,37.48250546,126.7665646
수주도서관,37.52433265,126.8169457
심곡지하,37.48918763,126.7847223
안중근공원,37.50329442,126.7602412
오정도서관 부지,,
오정동1호,37.52774459,126.7872628
오정동2호,37.52430651,126.7836289
오정산업단지,37.53095464,126.780187
원미지하(별빛공원),37.49196187,126.7873881
원미철골,37.49261246,126.7851669
원종역,37.52325487,126.804514
윗소사,37.47405907,126.7945699
장미공원 공한지,37.51723136,126.79267
중앙공원지하,37.50136307,126.7653393
춘의동 임시,37.49888376,126.7858177
호수로노외,37.51305328,126.752423
교통정보센터,37.50169808,126.7807625
구소사구청,37.48161627,126.7729071
구소새울,37.4755466,126.7923648
구버스터미널일원,37.50271181,126.7671641
롯데백화점일원,37.50255174,126.7753742
중동먹거리,37.49743446,126.7772337
중동먹자골목,37.49761905,126.7767133
고강차고지진입로,37.53795624,126.821369
샛말길,37.53403454,126.8172855
강남시장,37.50752338,126.779173
고리울동굴시장,37.52719458,126.8208807
상동철골,37.49225671,126.7648969
상동행복,37.48813209,126.7553904
성주중학교옆,,
신흥제10공영(기계식)주차장,37.44202807,127.1478462
판교공영,,
판교제2공영주차장,37.39062683,127.0982559
여수동제2공영주차장,37.41969674,127.1320743
백현동카페거리공영주차장,37.38544468,127.1119858
도서관사업소,37.40396828,127.1347142
중상38-39,,
중상40,,
중상41,,
중상41-1,,
중상48-49,,
중상88,,
중상89,,
중상13,,
중상14,,
중상16,,
중상19-20,,
중상21,,
중상22-23,,
중상1,,
중상2,,
중상3,,
중상6-7,,
중상8-9,,
중상10,,
중상11,,
수상4,,
수상5,,
수상7,,
수상9-10,,
수상11,,
수상11-1,,
수상1,,
수상1-2,,
수상2,,
수상3,,
수상20,,
산성대로589,,
중상24,,
중상25-26,,
중상27,,
중상31,,
중상86-87,,
상대원 제4,,
상대원 3동,,
금광1동 제1,,
금광2동 제2,,
금광공영주차장,,
금광2동 제1,,
자혜,,
은행2동 제3,,
은행동 제5,,
은행1동 제2,,
은행2동 제4,,
은행동 제6,,
신흥 제1,,
신흥 3동,,
신흥 제7,,
태평4동 제1,,
태평,,
태평동 제1,,
태평2동 제1,37.44707297,127.1379755
단대 공원,,
산성동 제2,37.4536128,127.1538671
산성역 환승,,
복정 제3공영,,
복정 제4공영,,
복정 제5공영,,
수정,,
태평4동제3,,
아래숯골,,
태평4동,,
건우,37.45051054,127.1327736
태평동 탄천변,,
수진 제1,,
수진 제2,,
수진 제3,,
수진동 제4,37.43724978,127.126945
번성,,
복정 제6공영,,
신흥제9공영주차장,,
신흥2동제1공영주차장,37.44930905,127.150175
고등동공영주차장,,
복정제1공영주차장,37.46790596,127.1271432
신촌동공영주차장,37.45903828,127.105848
양지제3공영주차장,37.45761886,127.159148
태평공원공영주차장,37.4407395,127.1217163
중상65,,
중상51-53,,
중상43,,
모란1,37.42979738,127.1264498
모란2,37.42979738,127.1264498
모란4,37.42979738,127.1264498
모란5,37.42979738,127.1264498
논골공영,,
단대 제1,,
희망로,,
양지 제1,,
양지 제2,,
산성동 제1,,
중상79상-중,,
중상79하,,
중상12,,
중상32-75,,
중상33,,
중상34-35,,
중상36,37.43317877,127.1640741
수내역환승,,
판교역환승,37.39487157,127.1115192
서현 환승,,
운중동974공영주차장,37.39219635,127.0778787
백현동카페거리공영주차장,37.38544468,127.1119858
중앙동 제4,,
해오름,,
은행동 제10,,
모란공영,,
중앙동제6,37.43952532,127.1488754
하대원동임시공영주차장,37.42808177,127.1323592
모란제2공영주차장,37.42806689,127.1277851
여수동제1공영주차장,37.41758489,127.1242125
야탑 제1환승,,
야탑 제2환승,,
맛고을,,
점골,,
정자전원마을,,
정자역환승,,
오리환승,37.33990803,127.1096011
금곡동,37.35081377,127.1068155
수내동,,
수내제2공영,37.36666623,127.1286183
운중동공영주차장,37.3908895,127.0779199
정자동공영주차장,37.37140172,127.1121485
판교동임시공영주차장,37.38951754,127.0980811
성남시청 부설주차장,,
수정구청 부설주차장,,
중원구청 부설주차장,37.4304225,127.1372758
분당구청 부설주차장,37.38262801,127.1189585
서현도서관 부설주차장,37.3835902,127.1324749
분당도서관 부설주차장,37.35811176,127.1165757
판교도서관,37.39198866,127.0905892
판교어린이도서관,37.38752165,127.1076712
구미도서관,,
중앙동 제2,,
중상83,,
중상47-1,,
은행동 제7,,
은행동 제8,,
은행동 제9,,
상대원 제1,,
은행1,,
중앙동 제1,,
중상50,,
중상57-58,,
중상66,,
중상67,,
중상68-69,,
중상70-71,,
중상70-1,,
중상70-2,,
중상70-4-5,,
중상70-6,,
중상70-7-8,,
중상44-46,,
중상60-63,,
희망대제1공영주차장,37.44536326,127.147822
희망대제2공영주차장,37.45049395,127.1480088
대원천,,
성남동 대형,,
성남동 제1,,
성남동 제2,,
대원지하,,
시청정문,37.26344616,127.0287274
시청별관,37.26344616,127.0287274
광교 중앙마을 공영,37.29842659,127.0435279
신동공영,37.2482671,127.0446651
망포공영,37.24504505,127.0578006
매탄공원,37.26713525,127.0454755
신대호수,37.28448816,127.0773981
영통공영,37.25331457,127.0739525
카페거리1공영,37.29406112,127.0517347
행복한들,37.28309595,127.0725027
영통구청,37.2596127,127.0465469
영통도서관,37.25704438,127.0709093
광교홍재도서관,,
파장동맛고을거리,37.31464182,127.0006379
곡반정동제7공영,37.24444265,127.0351674
우만2동공영주차장,,
곡반정동제8공영,,
화서시장공영주차장,,
인계공영,37.27438745,127.030588
선경도서관,37.28388754,127.0104151
"화성박물관,팔달구청",37.28268781,127.0189962
광교 대학로 공영,37.27761689,127.0502144
매봉공영,37.26816122,127.0545373
원천호수,37.27588466,127.0662679
역세권1지구,37.26114786,126.990565
권선지하공영,37.25910669,127.0188305
세류역환승,37.24341378,127.0145105
권선구청 부설,37.25764489,126.9719386
만석공원 제1,37.29757751,126.9991337
영화동,37.29314137,127.0139542
만석공원 제3,37.29757751,126.9991337
율전공영,37.29762831,126.9714336
만석공원 제4,37.29757751,126.9991337
화홍문공영,37.28985911,127.0158594
성균관대역환승(신),37.30008413,126.9703219
연무동공영,,
곡반2공영,,
대황교화물,37.23051774,127.0218868
수원화물공영차고지(고색),37.23813062,126.9885801
수원역환승,37.26526961,126.9986485
터미널공영,37.25049744,127.0208247
농수산시장,,
광교공영,37.30154227,127.0318298
만석공원 제5,37.29757751,126.9991337
백설공영,37.29450536,126.9910532
성대환승,37.30128431,126.9686097
만석공원 제2,37.29757751,126.9991337
교동공영,37.27319019,127.0153232
꽃뫼환승,37.28509235,126.9862995
남수동,37.28093198,127.0194586
우만공원공영,37.28707598,127.0320886
인계동주택,,
창룡공영,37.29134136,127.0280007
화서환승,37.28589404,126.9903441
장안동공영,37.28656144,127.0144009
시청2부설,37.26344616,127.0287274
광교 1동 공영,37.2991742,127.0442301
나눔제40호,37.35076279,126.7357499
나눔제41호,37.34547512,126.6926585
대야우회 노상(거주자우선),37.44590225,126.7836284
은행동 순환로 노상,37.44652549,126.7974995
시화공단 내 도로,37.33619394,126.7259486
정왕동 46블록 노상,37.35095896,126.723048
물왕저수지 노상,37.38360142,126.8386631
나눔제39호,37.43161041,126.7977452
물왕저수지(따오기공원 인근) 노상,37.3780492,126.8452469
오이도 생산기술연구원 앞 노상,37.34675424,126.6946891
신천근린공원,37.43551858,126.7858098
정왕제5 노외,37.34025008,126.7517502
거모제2 노외,37.34304645,126.7846157
오이도,37.3451985,126.6876052
정왕제3 노외,37.33962993,126.7591959
나눔제34호,37.33798571,126.7848514
스마트허브 노상(옥구천로),37.34324191,126.7168637
나눔제32호,37.38188084,126.8002233
정왕동 48블록 노상,37.34673907,126.7349456
정왕동 49블록 노상,37.34346045,126.7369164
정왕동 51블록 노상,37.33886734,126.7483321
월곶 노상,37.39399861,126.7401491
정왕4동 상업지역 노상,37.36289956,126.7290345
장곡동 상업지역 노상,37.37765899,126.784533
신현동(임시) 노상,37.40765837,126.7890178
정왕동 완충녹지 노상(곰솔누리숲),37.35038291,126.7186932
나눔제36호,37.34590211,126.692281
나눔제33호,37.3401423,126.7539235
나눔제31호,37.38185087,126.8582417
배곧11,37.36695889,126.7296415
배곧12,37.35866679,126.7104195
신천역,37.43969545,126.7864032
은행근린공원,37.44477402,126.7960772
목감8,37.37405969,126.8482542
신천2교,37.43619092,126.7815376
배곧광장,37.36864497,126.7268034
배곧1,37.38161191,126.7342184
배곧2,37.37957581,126.7271991
배곧3,37.377676,126.7289776
배곧4,37.37756848,126.7311923
배곧5,37.37739937,126.7257535
배곧7,37.37429884,126.7348516
배곧8,37.36890846,126.7290354
배곧9,37.36770756,126.7272082
은계 7,37.45258459,126.7956563
MTV P14,37.32151731,126.6839361
산림조합,37.38159241,126.8018111
시흥고,37.39055837,126.8139755
하중농협,37.39480803,126.8041818
국민체육센터,37.39188948,126.8061277
성마루공원,37.39041477,126.8041851
거모중앙,37.34759295,126.7843251
목감2,37.38294272,126.8607413
목감3,37.37809306,126.8539074
목감4,37.37765731,126.851996
시청후문,37.38054063,126.8014001
49블록(광명교회인근),37.3434928,126.7372898
51블록(시흥식자재마트인근),37.33886734,126.7483321
월곶,37.39581886,126.7411348
신천천,37.43979594,126.7860361
목감11,37.38572632,126.8624268
어린이도서관,37.34536432,126.7474852
정왕우체국,37.34456125,126.7486427
경기 스마트고,37.34123213,126.7497519
군서초교,37.34813409,126.751027
정왕역,37.35076595,126.7454316
정왕역1,37.35243938,126.743659
장곡농협,37.37812596,126.7835357
새재,37.38130986,126.8007371
장곡중앙,37.37794165,126.7848194
대야포도탑,37.44703039,126.7920961
복지로1,37.44401445,126.7898239
복지로2,37.44263923,126.7890097
복지로3,37.44194588,126.7889027
대야상업1,37.44360865,126.791114
대야상업2,37.4419741,126.7905981
매화산업단지,37.41207271,126.8215174
능곡노외(능곡파출소),37.36895739,126.814266
물왕호수,37.37688323,126.8452623
장현 P1,37.37728985,126.7896174
장현 P11,37.36921608,126.8071222
배다리 선착장,37.34862738,126.6952912
46블록(구시화병원앞),37.34990875,126.7370104
나눔제35호,37.35242964,126.742687
오이도역,37.36135595,126.7376546
은계1,37.45146311,126.7951648
은계3,37.43687713,126.8023898
은계4,37.43680388,126.8031954
은계8,37.44610562,126.80338
장현P20,37.37758831,126.7874467
능곡역 1번 출구,37.37076244,126.8091705
삼미복합센터,37.43991612,126.7841402
도일시장,37.34031577,126.7857076
신천사회주택,37.44409125,126.7829587
나눔제14호,37.36697669,126.8152289
나눔제16호,37.40277363,126.774212
나눔제17호,37.34437532,126.689772
나눔제18호,37.36721099,126.8148941
나눔제20호,37.37500551,126.8478555
나눔제21호,37.4162226,126.8120072
나눔제22호,37.45045695,126.7917471
나눔제15호,37.40399465,126.7738359
나눔제19호,37.45096515,126.7915806
나눔제23호,37.42733456,126.7941915
상생파킹몰,37.34688243,126.7382185
MTV P6,37.31816476,126.695457
나눔제1호,37.38120047,126.8011508
나눔제5호,37.34271188,126.7576415
정왕동봉우재 노외,37.35770083,126.7532143
희망동산공원 노외,37.33239455,126.7444049
목감지구 공영(P6),37.3806588,126.8608591
대야2지구(순복음천향교회),37.37500551,126.8478555
장현 P8 임시,37.38205873,126.7806014
나눔제24호,37.42854212,126.7931985
나눔제25호,37.34221075,126.6897089
나눔제26호,37.3878043,126.8261295
나눔제27호,37.34574823,126.6922227
나눔제28호,37.38081867,126.8582601
나눔제29호,37.35067551,126.7516909
나눔제38호,37.37300148,126.7925356
은계수변공원 1호,37.44480295,126.8092069
은계수변공원 2호,37.44147261,126.808684
MTV P8,37.31926359,126.6991104
새미지구,37.36288709,126.7717324
공단1대로 노외,37.32915386,126.7333938
MTV P9,37.31774781,126.7017153
MTV P10,37.31626185,126.7041132
장곡동 생태1,37.38800082,126.7810161
장곡동 생태2,37.38771863,126.779636
나눔제2호,37.38213179,126.8025815
나눔제3호,37.35379512,126.7398304
나눔제4호,37.35197462,126.7447404
나눔제6호,37.33138529,126.7460295
나눔제7호,37.39443138,126.8533919
나눔제8호,37.35205242,126.7445218
나눔제9호,37.35737066,126.7531818
나눔제10호,37.35390187,126.7412478
나눔제11호,37.3758183,126.8462854
나눔제12호,37.38259762,126.8555355
나눔제13호,37.39886339,126.7996974
정왕동제8-1 노외,37.35129251,126.745187
정왕동제8-2 노외,37.35104765,126.7449757
매화동 노외,37.41478075,126.8162437
오이도 노외(옥터초교),37.34334315,126.6913908
방산공영 노외,37.42211514,126.7663354
능곡임시노외(노인복지회관),37.36930243,126.813465
목감 제6공영(P8),37.38149571,126.8630665
목감 제7공영 (P9)(연세치과)-임시,37.38267118,126.8623009
은계 P2,37.44473002,126.8038667
은계지구 공영(P3),37.45063919,126.7962504
은계 P5,37.43568625,126.8051433
대야동 구 한전부지 임시,37.44514882,126.7864305
대야동 임시,37.45154026,126.7871468
P15 임시(MTV),37.32323615,126.682844
P17 임시(MTV),37.32498933,126.6787587
장현 P7,37.37268126,126.7972956
대야2지구 1,37.44500601,126.7905529
P16 임시(MTV),37.3251508,126.6807923
은계 P10 임시,37.42947079,126.7972465
나눔제37호,37.36119803,126.7100968
나눔제30호,37.34426175,126.7445229
거모제 4노외(군자공고),37.34929459,126.7854668
하중제1 노외,37.39957834,126.8000599
신흥공원,37.43758191,126.7782619
정왕우체국 노상,37.34369453,126.7500626
배곧10,37.36752466,126.7301723
배곧13,37.3570075,126.7069367
배곧6,37.37516557,126.7333942
소래초,37.44404941,126.7834904
하상공원,37.39099727,126.8134156
목감1,37.38166648,126.8594283
목감5,37.37638021,126.8447333
논곡경로당 앞 노상,37.39423328,126.8566399
정왕동 주거지역내 노상,37.34282987,126.7531275
48블록(KDB산업은행인근),37.34723654,126.7349713
삼미시장,37.44042055,126.7848674
미관광장,37.3456649,126.7344679
대야파출소,37.4443948,126.7854541
장현 P9,37.36739112,126.8065353
주택가 주차장,37.33062449,126.8679793
주택가 주차장,37.30128001,126.8491078
주택가 주차장,37.29692002,126.8496301
주택가 주차장,37.29544877,126.8509079
사동 120호,37.29509625,126.8423791
사동 47호,37.29844302,126.8496211
사동 121호,37.29441446,126.8448097
사동 117호,37.29513909,126.8553967
사동 126호,37.27900955,126.8463565
사동 34호,37.30124661,126.8504988
사동 124호 노외주차장,37.28542806,126.848147
윗버대 노외주차장(75호),37.35474389,126.8465038
주택가 주차장,37.28645972,126.8451548
사동 주택가주차장,37.28263445,126.8537399
본오동 109호,37.30185301,126.8751584
주택가 주차장,37.29223124,126.8700749
본오동 116호,37.30423287,126.8601512
주택가 주차장,37.28892023,126.8608324
주택가 주차장,37.28365592,126.861012
본오3동56호 노외주차장,37.3003634,126.8768982
본오동 147호 노외주차장,37.30188378,126.8721384
주택가 주차장,37.30086402,126.8704404
143호 주차장,37.34044739,126.7957825
선부동 소규모주차장,37.3470061,126.8115995
선부동 소규모주차장,37.34652516,126.812108
주택가 자투리 주차장,37.34365429,126.8163393
와동 소규모주차장,37.333251,126.8295358
주택가 자투리 주차장,37.34233123,126.829117
주택가 자투리 주차장,37.34017305,126.8283747
주택가 자투리 주차장,37.33556933,126.8288894
와동 주택가주차장,37.33729491,126.8299398
와동 주택가주차장,37.34229103,126.8233111
주택가 주차장,37.30681679,126.8715496
일동 112호,37.30983013,126.8685244
주택가 주차장,37.31120195,126.8673025
팔곡이동 128호,37.29478944,126.8776873
팔곡동 48호,37.29696588,126.8770711
팔곡이동 129호,37.29711447,126.8748913
본오동 22호 노외주차장,37.28503059,126.8627014
주택가 주차장,37.29448004,126.8748357
도시정비기금주차장,37.32989401,126.8602118
도시정비기금주차장,37.2939899,126.851299
사동 119호 노외주차장,37.29618513,126.8536028
사동123호 노외주차장,37.2937447,126.8452985
사동 177호 노외주차장,37.29639093,126.9324407
아랫버대 노외주차장(77호),37.34466638,126.8521958
월피동 131호 노외주차장,37.33797682,126.8435385
주택가 노외주차장,37.31352535,126.8689398
주택가 주차장,37.31894586,126.8619312
선부동 주택가주차장,37.34089284,126.8070344
와동 135호 주차장,37.33609214,126.8284645
와동30호 노외주차장,37.34788635,126.8242498
와동 노외주자장(137호),37.33411696,126.8256332
와동 54호 주차장,37.33126919,126.8224741
주택가 소규모주차장,37.33180254,126.8279535
와동 주택가주차장,37.33607794,126.8314626
와동 주택가주차장,37.33616583,126.8295563
고잔2동노외주차장,37.33068481,126.8406645
고잔동 주택가주차장,37.33081248,126.8323462
고잔동 주택가주차장,37.33161123,126.8317184
선부동 노외주차장 46호,37.34028543,126.7930351
선부동28호노외주차장,37.33653731,126.8028474
와동 주택가주차장,37.34067007,126.8286045
주택가 주차장,37.34110921,126.8275798
주택가 주차장,37.31181632,126.8685258
와동 136호 주차장,37.33405681,126.8285482
와동주택가주차장,37.34443267,126.8204979
와동 주택가주차장,37.3310923,126.8204939
와동주민센타주차장(31호),37.34198051,126.8267293
원곡동 노외주차장 45호,37.33920775,126.7920175
138호 주차장,37.32911714,126.8202556
선부2동 145호 주차장,37.34266155,126.8006166
선부동26호노외주차장,37.34398531,126.8033362
선부동  27호 주차장,37.34344227,126.8018956
선부동 노외주차장,37.33735481,126.8047539
선부동 주택가주차장,37.33702941,126.8041357
와동노외주차장,37.3461224,126.8222531
와동 주택가 주차장,37.3471712,126.8229729
와동 주택가주차장,37.34569091,126.8199765
주택가 자투리 주차장,37.34125511,126.8285642
대부북동 공영주차장 111호,37.27201594,126.5665755
163호 주차장,37.30699525,126.7941074
165호 주차장,37.31401732,126.8007681
166호 주차장,37.30715394,126.8013495
용담뿌리 노외주차장(70호),37.30140095,126.8998513
고잔동 주택가주차장,37.33314637,126.8305752
고잔동 주택가주차장,37.32832735,126.8211732
방아머리항 노외주차장,37.29636125,126.5744392
주택가 주차장,37.32969393,126.8512497
월피동 29호,37.33858277,126.8501701
주택가 주차장,37.33745158,126.8438743
이동 115호,37.3126711,126.8563652
주택가 주차장,37.31049185,126.8610682
이동 주택가주차장,37.30938023,126.8641688
주택가 주차장,37.31495957,126.8721296
선부동 주택가주차장,37.34511453,126.8161839
선부동 주택가주차장,37.34643743,126.8164493
주택가 주차장,37.34742401,126.8148004
선부동 주택가주차장,37.34708878,126.815051
선부동 52호 노외주차장,37.3469578,126.8123743
선부동 주택가주차장,37.3462583,126.8118005
선부동주택가주차장,37.34692181,126.811708
선부3동 146호 주차장,37.34515072,126.8122147
선부동 주택가주차장,37.3432644,126.8142596
선부동 144호 노외주차장,37.33865226,126.7965105
선부동 141호 노외주차장,37.34469286,126.8078509
선부2동 140호 주차장,37.34675642,126.8075057
대부도노외주차장(1),37.28627583,126.5745515
대부도노외주차장(2),37.2838309,126.5705798
선부동 주택가주차장,37.34298675,126.804433
노외 주차장(주택),37.34242811,126.8056086
선부동 주택가주차장,37.34352111,126.8060835
선부동 노외주차장(주택),37.34380749,126.8069515
선부동 주택가주차장,37.34076575,126.8081664
선부동 주택가주차장,37.34079612,126.8086529
선부동 주택가주차장,37.34040333,126.8072873
사동125호 노외주차장,37.28102232,126.8438917
고잔동 광신연립 주차장,37.32972233,126.8284076
주택가 주차장,37.33370048,126.8453105
선부동주택가주차장,37.34668843,126.8172179
대부북동 51호 노외주차장,37.24017505,126.5829742
선부동 노외주차장(141호),37.34480016,126.8077031
사동 127호,37.27874686,126.8522332
주택가 노외주차장,37.28575331,126.8677282
부곡동 100호,37.33280302,126.8648342
대부도 노외주차장(152호),37.27884813,126.5518282
안산스마트허브 원시동 노외주차장,37.30195025,126.7916575
선부동주택가주차장,37.3362042,126.8041795
와동 주택가주차장,37.33773106,126.8297449
진안로,36.99791053,127.3226626
양기리 공영주차장,37.00566354,127.195858
아양지구 제4공영주차장,37.00297718,127.2535761
대덕 내리 공영주차장,37.00298874,127.2244242
안성맞춤가족공원,37.01382222,127.2027318
일죽면,37.0942809,127.477768
당왕동,37.01392372,127.263142
죽산면,37.07446993,127.4238613
공도,36.99765618,127.1686188
한경대 노외,37.00987884,127.2656722
봉남동,37.00553023,127.2758359
금산동,37.01492199,127.2697137
명륜도로(중앙3-3호선),37.01429507,127.2741219
봉산동임시,37.00619128,127.2777121
공도제2임시(만정리),37.00066908,127.1715161
도기동임시,37.0037342,127.2658983
당왕동(제일교회),37.01396591,127.2627808
공도임시(승두리),36.99868617,127.1708526
석정동공영주차장(건축물식),37.00836899,127.2675752
동본동공영주차장(건축물식),37.00789072,127.2719603
공도저류지 공영주차장,36.9993602,127.1687097
승두리 2공영주차장,36.99677229,127.1694203
승두리 사곡 공영주차장,36.99852952,127.1703789
개정 일반산업단지,36.95820533,127.1983897
제3산업단지,36.97343186,127.2671462
월정산업단지,37.08581042,127.457963
중앙대,37.01192687,127.2257165
비룡초교 정문,37.01428225,127.261823
안성맞춤대로2구간,37.00663942,127.26925
신시장로,37.00752318,127.2683645
장기로1구간,37.00587517,127.2676302
장기로2구간,37.00551884,127.2796584
중앙로,37.00551884,127.2796584
남파로 1구간,37.00965747,127.2766647
대학로,37.00915615,127.2644817
아양로,37.00776261,127.2618108
공도일방통행로,37.00049428,127.1700171
고수1로,37.0140369,127.2547989
공도도서관,37.00207994,127.175096
남파로,37.01292874,127.2761605
안성천둔치,37.00301185,127.2760358
안성종합터미널,37.01260091,127.2912616
제2산업단지,36.98077576,127.261052
남파로2구간,37.00965747,127.2766647
비룡로,37.01380208,127.2617245
안성맞춤대로1구간,37.0098701,127.2699985
금산동 공영주차장,37.01160888,127.2694874
아양복개천,37.00525404,127.2650445
서운공영주차장,36.94260823,127.2585956
당왕동(쌍용아파트상가),37.01445973,127.2653758
서인동공영주차장(건축물식),37.00579596,127.2701906
아양지구 제2공영주차장,37.00794962,127.2522756
정우아파트옆 주차장,37.3989195,126.9128766
석수역 좌우측 주차장,37.43370242,126.9019233
관악3노상 주차장,37.40309076,126.9757216
운동장파출소 뒤 주차장,37.40384169,126.9505312
구장터경로당 주차장,37.3684793,126.956052
인덕원환승 주차장,,
대림아파트 뒤 주차장,37.4113812,126.9138415
범계성당옆 주차장,37.38634466,126.9502297
신기사거리 고가 밑 주차장,37.37824403,126.9538664
호원어린이공원 노외 주차장,37.3774822,126.9540735
일번가노외 주차장,37.39822085,126.9247788
남부노외 주차장,,
청원노외 주차장,37.40449716,126.9191802
안양2동 노외 주차장,,
개나리놀이터 주차장,,
안양4동 노외 주차장,,
삼덕노외 주차장,,
삼덕공원지하 주차장,,
냉천놀이터 주차장,,
병목안시민공원 주차장,,
관악역3환승 주차장,,
관악역4환승 주차장,,
예술공원노외 주차장,,
수목원입구노외 주차장,,
화창초교 주차장,,
관악역1환승 주차장,,
관악역2환승 주차장,,
석수대형화물 주차장,,
석수3동 충훈공영 주차장,,
박달시장노외 주차장,37.40459021,126.9094765
박달시장2 노외 주차장,37.40331655,126.9125485
안양7동 노외 주차장,37.39061748,126.9336639
예술공원고가밑 주차장,,
안양3동노상 주차장,37.39998451,126.9186304
수리산1노상 주차장,,
수리산2노상 주차장,,
문예노상 주차장,,
덕천노상 주차장,,
박달시장노상 주차장,,
삼막사노상 주차장,,
삼봉노상 주차장,37.39921888,126.9001677
율목복지회관 주차장,,
샘모루초교 주차장,,
동편마을 지하 주차장,37.40788945,126.9724339
관양1동 주차타워 주차장,37.40643214,126.9610884
먹거리촌노외 주차장,,
"비호교복개 1,2 노외 주차장",37.39203871,126.9427362
중촌경로당 주차장,,
인덕원 주차장,37.39804695,126.9786378
충의 주차장,37.40713727,126.9515016
느루소공원 지하 주차장,,
더샵아이파크 옆 노외 주차장,,
해동놀이터 주차장,,
관양2동 노외 주차장,37.39922959,126.9749803
관양2동 공업부지 노외 주차장,37.39810313,126.973011
스마트스퀘어지하 노외 주차장,,
호계3동 노외 주차장,,
평촌지하 주차장,37.39229371,126.9580377
군용지 주차장,,
수리산교 하부 주차장,,
부흥파크 앞 주차장,37.3936591,126.9104182
양지초등학교 앞 주차장,,
율목복지회관 뒤 주차장,37.39294381,126.9081292
청명리버빌 앞 주차장,37.3936591,126.9104182
한마음선원뒤 주차장,37.42233811,126.9094728
김중업건축박물관 뒤 주차장,37.4183799,126.9183187
박달1동 주민센터 앞 주차장,37.40380556,126.9075845
정우아트빌라 뒤 주차장,37.40581825,126.908111
우주타운옆 주차장,,
호현마을 주차장,37.4060097,126.8837048
호현마을 주민주차장 주차장,37.40658924,126.884066
안양8동 지하 주차장,,
